id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
564b7dce-53c7-4ae8-98fb-4fd2f7489f85,Asafe Montenegro,1988-02-11,806.460.937-24,08491-694,Borges,RS,Brasil,F,+55 (041) 6158-0487,80646093724@exemplo.com.br,2024-07-13
fe985f29-4933-40ea-9f7f-994f80372a4a,Henry da Cunha,2004-11-06,871.751.119-49,48603840,Gonçalves do Oeste,PB,Brasil,F,21 0990-0549,87175111949@exemplo.com.br,2024-07-25
35881538-a0e7-45ed-aa36-5db48cd06afd,Oliver da Cunha,1963-11-28,846.245.454-63,61099440,da Cruz,AM,Brasil,M,+55 (084) 7106-3022,84624545463@exemplo.com.br,2025-07-03
784003b4-03ef-42c4-bfd0-9bd7cfa687d0,Valentim Rocha,1969-07-18,060.715.618-28,98354-912,da Luz Paulista,MG,Brasil,M,+55 11 6844-4086,06071561828@exemplo.com.br,2025-06-14
473edcdc-c506-43c3-96ac-8e2e04587be7,João Souza,1987-10-17,070.009.158-67,17123170,Cardoso do Sul,AP,Brasil,M,41 8607-0493,07000915867@exemplo.com.br,2024-08-19
5055c606-2ddc-4184-9c93-7daccc32f9b3,Pietro Lopes,1979-06-23,819.307.034-99,53062057,Santos,PI,Brasil,M,11 4830-5907,81930703499@exemplo.com.br,2024-02-16
2b49f27d-1221-476b-b0c7-22d6ddc1ed14,Marcela Vargas,2002-08-27,920.525.080-60,23886631,Garcia,AM,Brasil,M,+55 (021) 7298-2148,92052508060@exemplo.com.br,2023-12-03
76db08c2-3e62-4237-a7f7-29f9de1ad91c,Luiz Felipe da Mata,1989-05-11,368.138.993-33,12279-424,Leão,GO,Brasil,F,(011) 5234 4267,36813899333@exemplo.com.br,2025-08-14
ecbc7e8c-1fa7-48eb-b00d-d91e123a102b,Fernanda Duarte,1949-03-09,933.241.932-01,01261-913,Cunha,RR,Brasil,F,(084) 9980 8664,93324193201@exemplo.com.br,2025-08-31
90ddf309-0d71-4faf-9c63-6a671ba56d4b,Sarah Lima,1964-02-17,138.161.336-88,62461-412,Peixoto,AL,Brasil,F,+55 (081) 2228-4637,13816133688@exemplo.com.br,2024-07-06
37e0e407-3cfd-4650-9c34-fa24a6bbd207,Eloah Farias,1948-10-08,508.918.489-19,40246-033,Nogueira,AP,Brasil,M,(081) 5214-1931,50891848919@exemplo.com.br,2024-06-07
961d88de-6f00-47a2-b899-b8d6611355f0,Alana Caldeira,1952-07-31,674.799.863-86,87358127,Aragão,RN,Brasil,F,0900-726-0640,67479986386@exemplo.com.br,2024-09-08
e8772cb6-57c1-4639-a883-3b943658d5b1,Srta. Bella Almeida,1972-08-31,343.570.676-30,48501470,Castro,PI,Brasil,F,+55 21 9103-7446,34357067630@exemplo.com.br,2024-09-08
8dbf5189-3cec-41ca-b033-d0a1041b8a7c,Dr. Thales Albuquerque,1987-11-08,364.661.974-53,96746-810,da Paz,AL,Brasil,F,+55 71 5123-2715,36466197453@exemplo.com.br,2024-10-14
0aec7bea-44bf-458e-9e34-ed02941a7145,Hadassa Mendonça,2005-09-04,654.397.960-22,27725-558,Fernandes do Norte,MT,Brasil,F,+55 61 2544-8215,65439796022@exemplo.com.br,2025-05-05
af513a64-1471-4dd5-aac4-69a757ca0a72,Luna Pacheco,1998-04-05,461.480.097-55,85732755,Nunes do Campo,PB,Brasil,F,(031) 2469 1591,46148009755@exemplo.com.br,2025-02-13
2edfec9e-f58d-43ad-aae6-a53215dac143,Levi Câmara,1988-04-17,178.152.648-51,22958-983,Barbosa,PI,Brasil,F,+55 (031) 1232-9793,17815264851@exemplo.com.br,2024-11-27
8455ff5d-9585-45be-acde-5a8bf074dfbb,Helena Duarte,1962-01-12,002.877.249-59,85563978,Melo das Flores,RJ,Brasil,F,21 9201 7529,00287724959@exemplo.com.br,2024-12-12
78ae18c1-7317-4213-a555-f2d1d64bfe30,Luan Farias,1972-08-10,383.916.909-56,87670-202,Vasconcelos,RR,Brasil,M,11 3541-4036,38391690956@exemplo.com.br,2024-07-31
6da3c1c4-a461-4f25-9b71-3b40297d8f8d,Benjamin Costela,1996-03-10,580.629.641-95,82678571,Siqueira,CE,Brasil,F,+55 (011) 5459 4022,58062964195@exemplo.com.br,2024-04-22
ae44f03b-4be9-46dd-8a2f-70766f11b3d7,Rael Barbosa,1942-08-18,489.524.006-23,34784-315,Brito,MT,Brasil,F,+55 (011) 1400-7462,48952400623@exemplo.com.br,2025-10-07
27661079-fec7-4bd3-85df-1bfc0f2ef457,Agatha Ramos,1944-02-18,984.779.420-44,74931-051,Martins do Campo,MT,Brasil,F,+55 41 0692-6234,98477942044@exemplo.com.br,2025-04-24
6f49d718-26c1-43cb-8c14-15dfeadeef35,Lunna Cirino,1992-07-28,330.153.345-32,51452920,Borges,RS,Brasil,F,0300 811 8022,33015334532@exemplo.com.br,2024-01-21
8bbbc0d9-0916-47c2-9361-3682c6d0dc38,Benjamin Vasconcelos,1979-01-05,949.066.964-33,33495285,Cunha da Prata,PR,Brasil,M,(071) 9322 7000,94906696433@exemplo.com.br,2024-02-11
b08c6cb8-ab28-410c-bfea-08b6b2e64cb8,Henry Gabriel Brito,1961-08-11,024.920.639-69,98970068,Pires,PB,Brasil,M,51 8634 4734,02492063969@exemplo.com.br,2025-01-14
16ea3ba2-b1cf-4f17-8f0a-3e44b77cca8e,Mirella Ribeiro,1971-10-07,915.708.975-95,85907-139,Fernandes,ES,Brasil,F,+55 84 9158-9898,91570897595@exemplo.com.br,2024-03-15
2848f96e-b0e7-46b2-a098-2092233bf990,Matteo Novais,1937-01-18,749.980.068-99,79249955,da Conceição Paulista,MT,Brasil,F,+55 84 1025 8835,74998006899@exemplo.com.br,2024-01-28
4d5cf747-c281-41a9-8a75-0fa41b04a38f,Dra. Bruna Correia,1940-12-10,767.425.642-19,45441-257,da Rocha da Praia,MT,Brasil,M,(061) 4920 0614,76742564219@exemplo.com.br,2023-12-17
7fdd7bae-68ae-4d6a-8a58-dfba2d87b580,Liam Ramos,1941-05-03,497.792.077-88,02902012,Gomes,MG,Brasil,F,+55 81 1222 8020,49779207788@exemplo.com.br,2024-11-25
6981725c-1df1-498a-a70e-14fdd2ced621,Pedro Miguel Nascimento,1947-11-28,722.885.025-46,87784466,Porto,SP,Brasil,F,(011) 4406-7526,72288502546@exemplo.com.br,2024-03-19
a94a52a4-06b7-44ab-9209-f5e9026cbec4,Aylla Siqueira,1993-02-01,394.171.250-54,43595752,Rios de Minas,BA,Brasil,M,+55 (031) 3978-8550,39417125054@exemplo.com.br,2024-03-16
cf994fe1-4e1c-41bb-9de0-295d791c1498,Sr. Bernardo Cardoso,1969-04-08,611.859.069-77,35309-409,Rocha do Oeste,PA,Brasil,M,(061) 6556-9035,61185906977@exemplo.com.br,2025-07-12
d67e533e-a682-4a40-98b9-c5d7c28dcb8f,Davi Nascimento,1939-11-07,877.909.414-21,53969-787,Teixeira de Sampaio,BA,Brasil,F,21 2571-0200,87790941421@exemplo.com.br,2025-01-14
5ee73d5e-4147-43a9-967e-058b6ad6e845,Sr. Arthur Ferreira,1996-09-03,374.141.911-85,19690247,da Mota da Serra,SE,Brasil,M,(011) 2173-5163,37414191185@exemplo.com.br,2025-04-11
a7c680f1-d9e2-4019-a9b8-6e002df7a860,Aurora Peixoto,1996-05-23,933.590.408-72,23853-299,Marques de Goiás,AM,Brasil,F,(061) 4641-5964,93359040872@exemplo.com.br,2024-10-05
7e9df4fd-c553-4a1b-a5bc-9ab99d743b92,Luara Albuquerque,1992-08-17,200.757.155-16,02710-282,Souza,BA,Brasil,M,+55 31 6198-2793,20075715516@exemplo.com.br,2025-11-07
05ad682d-de34-4bf6-814c-e74980b4680c,Davi Luiz Nogueira,1969-09-05,418.402.609-51,36314-677,Sales do Galho,AC,Brasil,F,+55 41 9993 7957,41840260951@exemplo.com.br,2024-06-25
656574cb-67ff-4f3c-ab52-2a3e243f08e3,Davi Vargas,1953-09-12,555.733.820-40,29312178,Mendonça,RN,Brasil,F,(051) 0232-0843,55573382040@exemplo.com.br,2024-06-03
9552ac03-c9f3-4b1d-bc9c-034c64f5b48e,Bruna Fogaça,1948-09-25,479.845.778-68,52008-087,Porto,SP,Brasil,M,(061) 9501 3284,47984577868@exemplo.com.br,2024-03-22
e9d3e1f9-8e12-4a01-af11-061cc8f0930b,Miguel Pires,1981-05-03,731.771.013-65,00616409,Rocha,RO,Brasil,F,0500 912 6879,73177101365@exemplo.com.br,2025-01-27
7e29b72d-3514-4a80-92b8-0cd8c54011c1,Laura Teixeira,1953-11-23,703.145.892-39,76920563,Teixeira,SP,Brasil,F,(084) 0183 5826,70314589239@exemplo.com.br,2025-04-18
451f3963-241c-4604-a6d1-e025a2179199,Isis Fogaça,1939-03-31,181.500.090-92,87097481,Moreira do Sul,AP,Brasil,M,+55 51 0039 2246,18150009092@exemplo.com.br,2025-08-23
e6fa1d76-7dc1-44c8-b0e1-a118b6e9de0d,Dr. Oliver Azevedo,1990-06-23,769.135.774-78,77231-238,Jesus,RN,Brasil,F,(011) 5901-7985,76913577478@exemplo.com.br,2024-11-21
60f3a26d-dd6e-4d86-877a-fdf781022bec,Maria Clara Cunha,1956-02-19,653.340.316-22,42385-491,Vieira,RN,Brasil,M,0500-339-9130,65334031622@exemplo.com.br,2024-09-19
4576bfa4-7ff2-43e7-985c-3fdbc0566ca2,Mateus Teixeira,1992-05-26,248.703.349-56,71374714,Camargo,SE,Brasil,M,+55 81 8074 7278,24870334956@exemplo.com.br,2024-06-21
e3716448-801f-47e3-bf4f-c1715584264a,Agatha Aparecida,1989-06-27,591.390.687-16,64629998,da Rocha de Souza,MS,Brasil,M,(011) 4065-8400,59139068716@exemplo.com.br,2024-01-09
a44b877f-67b1-40df-9792-a0bb5c0789a0,Enrico Porto,2006-03-17,873.285.579-39,70107-402,Câmara,RJ,Brasil,M,+55 61 0079-2927,87328557939@exemplo.com.br,2024-02-07
c6f10b90-c439-484b-8ad6-3a2821efc359,Fernanda Martins,1990-06-26,885.850.864-63,89541071,Macedo,RJ,Brasil,F,(071) 7506 0041,88585086463@exemplo.com.br,2025-10-17
3688c787-02cb-42df-a31d-9955d656c8e2,Dr. Josué Caldeira,1999-01-08,996.730.513-36,90099-206,Sousa Grande,PR,Brasil,F,+55 (081) 6921-6403,99673051336@exemplo.com.br,2025-05-07
35dcef50-020b-4a06-bd25-e5e0f90dfd70,Davi Luiz Araújo,1958-05-06,739.952.308-50,56917611,Barros,RJ,Brasil,M,+55 (031) 3461-3960,73995230850@exemplo.com.br,2025-05-19
9f9b5301-ddf9-4b47-9798-f19aae58d15c,Raul Moreira,1962-08-06,315.772.392-71,82292-884,da Paz,RN,Brasil,M,+55 (031) 1774 2940,31577239271@exemplo.com.br,2024-01-22
bdf21ad3-0f47-4f2a-84e6-8c87f63f4c25,Sra. Sara Rezende,1957-07-30,592.259.019-96,91292361,Fernandes,MG,Brasil,F,71 3130-5558,59225901996@exemplo.com.br,2025-05-08
d8c921da-2108-4bde-8771-5c88f9cd5fc0,Yuri Mendes,1946-01-05,946.483.155-16,66347-221,Gomes do Campo,MA,Brasil,M,0300-992-7209,94648315516@exemplo.com.br,2024-12-20
abdad305-9311-4a04-928a-5c323d6b5c98,Davi Sales,1945-12-23,113.423.025-77,84167191,Mendonça de Fonseca,SP,Brasil,F,0800 853 8545,11342302577@exemplo.com.br,2025-03-15
90541e96-0ff5-426c-897b-dc2d8421d108,Dom Cavalcanti,1938-12-10,743.061.986-02,32582-937,Rocha,SC,Brasil,F,(021) 0007 8755,74306198602@exemplo.com.br,2025-05-09
6f29a7df-35d8-4bfd-a1d9-52b62fa1f4eb,Samuel Oliveira,1995-02-28,539.561.673-53,37615935,Rezende da Prata,SP,Brasil,F,+55 41 8377-8760,53956167353@exemplo.com.br,2025-01-23
c2272b24-c6cf-40a6-9134-43e87994b852,Clara Alves,1971-01-06,961.411.515-45,47776-371,Abreu da Serra,AP,Brasil,M,(011) 6909-9233,96141151545@exemplo.com.br,2024-03-24
9436a6f2-1ec4-4e5b-a0af-d56b29d0ec55,Bruno Mendes,1935-08-13,138.599.360-93,54994-575,Sampaio,AL,Brasil,F,+55 61 9281 9403,13859936093@exemplo.com.br,2025-01-13
8b9f8306-a6fb-4cb2-bef8-d34f23c1dd64,Olívia Caldeira,1978-06-09,968.588.572-93,08494-498,Fonseca,PA,Brasil,F,(031) 5353-6376,96858857293@exemplo.com.br,2025-03-31
c5dd9784-639d-4c3e-90b8-1f908411ec88,Benjamim Alves,1958-11-23,475.181.278-62,14235349,Ramos dos Dourados,GO,Brasil,F,+55 (031) 8687 3745,47518127862@exemplo.com.br,2025-04-12
f9fa44e9-d35c-4da3-bac4-104d74ff00e3,Théo Novais,2007-07-31,850.066.117-53,66690164,da Paz,AC,Brasil,F,+55 71 1379-9120,85006611753@exemplo.com.br,2024-03-22
a23a45ac-ac5e-4537-907b-a2c94e9c77c0,Dr. Luigi Macedo,1978-05-19,387.973.227-25,63597-029,Aparecida do Amparo,RO,Brasil,F,+55 (031) 6283-7844,38797322725@exemplo.com.br,2024-10-30
d3e945aa-cc72-4f57-a321-1d3d6a3f8dd0,João Felipe Farias,1945-08-07,923.992.377-06,30958308,Melo,ES,Brasil,F,+55 71 4567-4699,92399237706@exemplo.com.br,2025-05-16
442f88a8-3ceb-4ff1-9551-2547615b16f4,Pedro Ribeiro,1954-06-06,610.959.506-95,60109452,Aragão de Rodrigues,MT,Brasil,F,11 7160-0606,61095950695@exemplo.com.br,2023-11-15
80940710-f87c-488c-a866-e5f491113a54,Melina Campos,1940-10-06,009.423.208-71,95723-311,Pires dos Dourados,MG,Brasil,F,+55 31 7684-5216,00942320871@exemplo.com.br,2024-03-07
571d915e-7eea-4d00-a023-d5d98ce38b82,Anthony Borges,1950-06-23,177.332.958-61,84288-279,Guerra do Sul,MA,Brasil,F,+55 (021) 7593 4672,17733295861@exemplo.com.br,2025-04-20
089d4a5a-176b-4d97-9058-2b0158c23d2e,Dr. Luiz Fernando Dias,1979-04-30,778.964.305-55,33310-873,Ferreira de Minas,DF,Brasil,M,+55 (051) 0496 6643,77896430555@exemplo.com.br,2025-06-29
ef2c5103-a094-4ab9-8a11-0266620a2fdd,Aurora Almeida,1980-01-11,780.449.559-17,74442618,Casa Grande,MA,Brasil,F,71 7043-7857,78044955917@exemplo.com.br,2024-09-08
39dd8933-0d36-4b6b-b1ca-efc7fa0dbf26,Letícia Peixoto,1945-03-07,763.586.059-97,39479-483,Freitas,SE,Brasil,F,+55 21 3950-2199,76358605997@exemplo.com.br,2025-07-01
c4387028-ea92-4072-9032-312331caeac2,Bernardo Brito,2006-02-25,393.869.211-88,10525-475,Macedo,PA,Brasil,M,+55 (081) 0059-0294,39386921188@exemplo.com.br,2024-08-30
2c0dd965-ed87-4ba4-b439-0cb74dad7f49,Sr. Thiago da Rosa,1985-08-30,870.709.430-95,42106-266,Montenegro,RJ,Brasil,F,0900 276 5461,87070943095@exemplo.com.br,2024-08-16
a3aca364-ba7d-4426-be73-dc3e00e8837d,Isaac Ramos,1936-05-01,027.752.017-89,44045625,Cardoso,SC,Brasil,F,31 9065 0352,02775201789@exemplo.com.br,2024-08-19
8d472c49-f160-4e7a-9b30-ac2ccf869394,Luana Camargo,1953-11-13,108.361.498-84,80261-768,Farias de Minas,RO,Brasil,M,+55 (011) 1786 9436,10836149884@exemplo.com.br,2025-09-27
d75973db-c941-43d2-9f44-058e992e906b,Carolina Fonseca,1989-06-18,775.499.382-06,16113-996,Farias,AL,Brasil,F,84 2182-7851,77549938206@exemplo.com.br,2024-02-05
174ba8d9-5abc-4853-9dd8-5e39d3246c7d,Larissa Aragão,1958-08-05,171.795.205-91,92639688,Andrade,RS,Brasil,F,(031) 0589-5876,17179520591@exemplo.com.br,2024-05-27
6a6e0371-2f17-472f-8078-27c19da95862,Olívia Moura,1998-06-11,790.183.609-15,50937364,Vasconcelos,PR,Brasil,F,+55 (061) 8110 8921,79018360915@exemplo.com.br,2024-08-26
4d432386-a6b3-4af7-b661-2a22168398f4,Valentim Peixoto,2000-04-16,530.194.187-55,56592314,Aparecida Verde,PR,Brasil,F,+55 51 4394 4997,53019418755@exemplo.com.br,2024-09-17
49fe1fc8-3dbd-48c4-a2eb-cf360ff2630e,Sr. Rael Albuquerque,1966-01-26,056.770.077-78,61379-413,da Conceição do Campo,TO,Brasil,M,(071) 3739 0864,05677007778@exemplo.com.br,2024-05-05
632a3a84-2086-4302-860b-6bd6fde76ab0,Dr. Dante Souza,1960-05-31,353.107.594-76,68908165,Pimenta,RO,Brasil,F,31 0640-4821,35310759476@exemplo.com.br,2024-09-10
57c63b99-3165-4ffb-8ca5-22817688b903,Olívia Costela,1960-01-08,171.620.988-48,67284359,Sales de Minas,RJ,Brasil,F,+55 (081) 4905-9787,17162098848@exemplo.com.br,2025-04-20
f4ff3039-32d3-4ad4-896c-0727ace72549,Isadora Pires,1998-10-30,737.688.252-67,21344129,Rezende das Pedras,TO,Brasil,F,+55 81 2898-0836,73768825267@exemplo.com.br,2024-06-16
5a9460d6-90fb-4fb1-92e2-cc849e185f7c,Fernando Fogaça,1956-03-07,834.518.722-83,15854054,Marques Alegre,SC,Brasil,F,+55 (071) 4959-9486,83451872283@exemplo.com.br,2025-10-18
533a6471-26a8-4ddd-a169-aa6c3e92ca12,Liz Sales,1947-09-30,991.046.460-96,37979-508,Araújo,MS,Brasil,F,0900-510-5008,99104646096@exemplo.com.br,2023-12-13
5e01f999-7fca-4b1b-89f3-9016cd4481d5,Dr. Bento Peixoto,1961-04-17,051.640.742-65,79255-517,Silveira do Galho,CE,Brasil,F,+55 84 8635-5590,05164074265@exemplo.com.br,2024-01-14
876bc5ff-584d-41fa-895b-60b98765077a,Théo Cavalcanti,1945-04-20,143.326.378-44,27695990,Cavalcante Alegre,SE,Brasil,F,+55 (011) 8849-6145,14332637844@exemplo.com.br,2025-05-17
ff75f9c7-caed-4790-b3bd-d3048a0d964c,Hadassa Dias,1966-03-03,061.696.090-60,89817-002,Moraes do Galho,DF,Brasil,M,+55 21 0417 2340,06169609060@exemplo.com.br,2024-03-29
f47d4f75-4968-45fc-9706-175b5b0f227e,Luiz Miguel Santos,2004-02-27,536.947.264-31,00519-671,da Mota da Serra,PE,Brasil,F,+55 81 3857-0953,53694726431@exemplo.com.br,2024-12-14
c9ed6aa3-ac60-40bf-83ce-3b2a1f24849f,Maria Julia Ferreira,2004-09-16,695.545.803-02,92129390,da Mata dos Dourados,RO,Brasil,M,(041) 9617-2868,69554580302@exemplo.com.br,2025-09-28
d78c742d-8fbb-46df-a49a-f6ec4b489fe1,Miguel Guerra,1996-05-28,184.266.414-37,41689201,Cavalcanti dos Dourados,PE,Brasil,M,+55 (071) 6156-9749,18426641437@exemplo.com.br,2024-07-02
e0799556-2597-4df9-80c4-0e7a3ab0b731,Brenda Aragão,1976-01-14,762.847.656-85,49755-624,Sales,RN,Brasil,F,(071) 5106 4855,76284765685@exemplo.com.br,2025-06-04
600900c5-4704-4297-9d7c-99d120c627eb,Ana Liz Ferreira,1950-06-05,386.800.842-71,69534803,Fogaça de Martins,SE,Brasil,M,+55 (041) 2092 2990,38680084271@exemplo.com.br,2024-03-21
b77c7559-319c-4280-b376-7ee67e0ea911,João Gabriel Nogueira,1976-09-17,397.294.979-87,07338760,Monteiro,MA,Brasil,F,+55 (061) 5561 2381,39729497987@exemplo.com.br,2025-02-21
051994a5-ae4b-4861-aaf0-be100a2b83c3,Dra. Marcela Garcia,1971-12-11,184.702.595-83,24196271,Martins de Aragão,SE,Brasil,F,(084) 6214-4877,18470259583@exemplo.com.br,2025-03-02
c8b7185f-6925-4def-aa4d-8685b51c3932,João Pedro Sales,1937-03-16,597.557.248-87,90173508,Oliveira,MG,Brasil,F,+55 31 9481 5220,59755724887@exemplo.com.br,2025-09-22
ba3b1c56-e94e-4398-8e02-7b85d981a1a6,Melissa Borges,1944-09-07,656.294.612-71,16456891,da Cruz,CE,Brasil,F,+55 71 8368-4554,65629461271@exemplo.com.br,2025-06-16
3f38dd61-1ee2-4432-9801-7b985912693e,Benjamin Cirino,1954-08-12,112.083.708-59,36064343,Carvalho do Norte,RR,Brasil,M,61 7301-9284,11208370859@exemplo.com.br,2024-03-20
28ccc772-e089-439e-af8e-cbe57cd01e48,Sr. Asafe Fogaça,1986-08-16,148.968.242-74,76561-025,Pereira de Gomes,RO,Brasil,F,71 5604-0738,14896824274@exemplo.com.br,2024-04-23
5c7fe072-cb9d-4148-9ff1-fc0a149ccdfb,Carlos Eduardo Lopes,1959-01-25,420.149.560-12,55508752,Cunha,PI,Brasil,F,+55 84 5170-2739,42014956012@exemplo.com.br,2024-04-16
4efa2066-afc1-4727-8ff2-8de766931fe8,Yago Casa Grande,1954-01-02,902.067.535-97,59707-975,Vargas,SE,Brasil,F,+55 71 2247 8054,90206753597@exemplo.com.br,2024-02-05
e9480750-52a2-4925-a5f3-c0381008b27a,Srta. Marina Viana,1970-03-22,164.445.748-09,81677191,Fernandes,RN,Brasil,F,+55 (031) 2941-5203,16444574809@exemplo.com.br,2025-04-05
e4b9d69d-f5fe-4e2b-9d32-b363e67b6544,Cecilia Carvalho,1981-04-16,890.629.342-84,78864656,Fonseca da Mata,PB,Brasil,M,(031) 3697-9210,89062934284@exemplo.com.br,2024-09-12
c62cb214-09ac-45f3-ac3e-c3c0fcccb95e,Emilly Aragão,1959-09-15,343.055.981-27,21909-909,Melo,TO,Brasil,F,+55 (021) 9911 9310,34305598127@exemplo.com.br,2024-09-28
7a415929-026a-4495-b172-169fc69e3223,Lucas Monteiro,1972-04-02,216.247.913-11,02180-462,Castro da Mata,DF,Brasil,M,0300 862 0922,21624791311@exemplo.com.br,2025-09-02
2e676563-7c6d-41aa-9404-d31fb191c289,Sr. Levi Silveira,2001-09-26,094.752.900-38,87822-919,Souza de Goiás,RR,Brasil,F,+55 11 5586-4822,09475290038@exemplo.com.br,2025-07-03
b7c78633-0dfc-499a-836d-e766d8ec78c6,Renan Abreu,1956-12-14,607.292.924-08,93123-160,Carvalho,RO,Brasil,M,41 6072 5970,60729292408@exemplo.com.br,2024-04-04
f0b81dfb-4539-41d9-a274-6e15584f8cf9,Liam das Neves,1981-08-14,745.327.319-29,85214777,Cavalcante de Casa Grande,MS,Brasil,F,(021) 4830-7143,74532731929@exemplo.com.br,2024-06-29
22c9f022-bd73-4e07-93e2-2598aea704e9,Vicente Borges,1947-02-03,174.705.431-98,26022946,Melo,PR,Brasil,M,(084) 0418-4512,17470543198@exemplo.com.br,2025-08-31
5a9070e1-1bdd-4a92-9a89-1a218e2d4ebc,Luiz Miguel Cunha,1949-03-26,514.338.613-58,42197951,Pereira da Serra,SC,Brasil,F,0300-959-4605,51433861358@exemplo.com.br,2024-02-24
3a90eb14-13ea-4110-a7c5-f9c43cd580d2,Sra. Isis Peixoto,2005-01-30,701.908.605-70,74653628,da Cunha,AP,Brasil,F,81 4897-3222,70190860570@exemplo.com.br,2025-08-20
5d3a391f-2dbc-4ac5-9480-a09f5819de61,Maitê Fernandes,1935-06-29,479.100.046-92,04655-364,Araújo Grande,PA,Brasil,M,+55 31 3417 0962,47910004692@exemplo.com.br,2023-11-19
daef5d45-9b97-4239-b00a-460facfc8e60,Davi Cassiano,2002-02-20,495.513.037-42,01864108,Rezende,RO,Brasil,F,(021) 0760 3227,49551303742@exemplo.com.br,2025-08-18
419115fb-50f2-48ef-ade4-d323911b967d,Erick Novais,2003-03-16,989.931.204-94,34453350,Borges da Mata,CE,Brasil,F,+55 84 4772 7246,98993120494@exemplo.com.br,2024-05-07
d8b62b14-97c6-41a8-b21c-678513af42f4,Lara da Costa,1973-04-09,873.703.694-75,73868480,Azevedo de Melo,MS,Brasil,M,+55 61 7496-8182,87370369475@exemplo.com.br,2024-11-02
9f67aefa-4645-4d33-986b-72bddaf8ce1d,Dra. Camila Marques,1958-12-10,436.602.369-13,18060-361,Cardoso do Sul,RS,Brasil,M,41 7818-1071,43660236913@exemplo.com.br,2023-11-22
95a01e09-aeb5-4228-9edd-bbcff86ab03e,Kevin Carvalho,1997-01-28,661.475.503-02,91041182,Aparecida,CE,Brasil,F,41 6831-1324,66147550302@exemplo.com.br,2024-07-06
a093e7da-d3b4-452e-8d57-4844c5f627a9,Srta. Hellena Borges,1977-02-14,680.752.270-78,39576506,Machado,MG,Brasil,M,(051) 8491 9616,68075227078@exemplo.com.br,2024-03-08
3667d661-0406-48ba-8b34-5d965714220f,Stella Melo,1950-05-02,842.794.760-45,38912-476,Viana,RN,Brasil,F,+55 31 8232-3714,84279476045@exemplo.com.br,2024-11-09
d678e381-4c8d-452f-827f-42b5cbfea6ff,Henry Gabriel Guerra,1968-03-25,327.929.262-03,07539672,Ramos do Galho,SE,Brasil,F,+55 (011) 1585-4523,32792926203@exemplo.com.br,2025-09-22
0a44e62d-92e2-439b-81fb-cfdff62d397b,Kamilly Pereira,1935-03-26,737.151.191-07,20924331,Nunes da Serra,PA,Brasil,M,81 7014-7849,73715119107@exemplo.com.br,2025-07-30
4f94344f-5725-4ea8-b31d-737615a604f5,Ravi Lucca Mendonça,1944-02-08,147.007.712-70,04726115,Leão,BA,Brasil,F,81 1608-8448,14700771270@exemplo.com.br,2025-05-02
7a6b2451-9a73-4edb-90a5-e265dbca5f55,Aurora Teixeira,1937-03-08,164.817.712-24,28410449,Sousa das Flores,GO,Brasil,F,(051) 5319-7216,16481771224@exemplo.com.br,2024-10-19
1ebafadc-f760-426b-bd69-d6881f2f66c6,Benício Cirino,1972-11-02,709.394.082-19,35574786,da Conceição,AL,Brasil,F,+55 21 3172 2284,70939408219@exemplo.com.br,2025-07-12
96faa7ff-c65b-4f4e-89fa-b5421efad98c,Rhavi Guerra,1958-03-14,241.269.764-23,89557806,Cunha,PE,Brasil,F,+55 41 7420 4657,24126976423@exemplo.com.br,2025-01-20
d852780e-d433-4816-9ba7-13d626998d9c,Yago Lopes,1938-07-16,521.580.390-53,14431843,Machado do Amparo,PB,Brasil,F,+55 51 3231 3879,52158039053@exemplo.com.br,2023-12-01
30691611-c30a-4ced-b04d-e708ab90164f,João Miguel Monteiro,2004-09-30,666.448.716-15,05612863,Lopes,ES,Brasil,M,(071) 0197-3742,66644871615@exemplo.com.br,2025-10-18
a710876d-fcc1-45b1-ae44-d715b790c3ef,Yasmin Teixeira,1938-09-10,581.735.010-47,63282970,Fonseca,SP,Brasil,F,31 7024 7260,58173501047@exemplo.com.br,2024-08-19
f754ea1d-41cd-48d5-96cc-e946f3b97f4c,Davi Lucas da Costa,1985-02-26,055.157.450-64,15888-573,Moreira,PE,Brasil,M,41 6876 9682,05515745064@exemplo.com.br,2024-09-22
4ec4e868-a388-43c6-a6a4-078c1988f663,Sra. Ana Lívia Ferreira,1967-09-28,309.906.670-89,81194624,Araújo da Prata,MG,Brasil,M,+55 (071) 9295 8855,30990667089@exemplo.com.br,2025-10-09
c34cf93f-d92a-4c51-ad8c-8f24f2ce0f22,Nathan Cunha,1974-03-16,409.779.788-96,27329637,Sousa de Santos,SP,Brasil,F,84 8548 5463,40977978896@exemplo.com.br,2024-07-17
cc6c7257-6d12-4450-a82c-80469d5a7394,Nicole Cardoso,1940-02-29,508.442.893-12,16429617,Casa Grande,PA,Brasil,M,0300 525 7426,50844289312@exemplo.com.br,2024-12-21
a70fb44d-2408-4e8b-980d-d820151db125,Melina Novaes,1946-02-28,226.100.072-38,27993151,Correia da Prata,TO,Brasil,F,+55 (084) 7325 0350,22610007238@exemplo.com.br,2024-08-08
904e5cac-94e1-4098-8222-9a3b320837b2,Ian Pastor,1984-10-07,102.394.888-29,50814-085,Peixoto Paulista,RN,Brasil,F,0500-223-2017,10239488829@exemplo.com.br,2024-11-22
